4 #anatomical sites
8 #samples
248 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var
0	P_0	0	P	100	113	201	0
0	P_0	0	P	101	114	183	0
0	P_0	0	P	102	115	186	0
0	P_0	0	P	103	116	200	0
0	P_0	0	P	104	117	188	0
0	P_0	0	P	105	118	183	0
0	P_0	0	P	106	119	188	0
0	P_0	0	P	107	120	195	0
0	P_0	0	P	108	121	216	0
0	P_0	0	P	109	122	175	0
0	P_0	0	P	110	123	175	0
0	P_0	0	P	111	124	182	0
0	P_0	0	P	112	125	190	1
0	P_0	0	P	113	126	186	0
0	P_0	0	P	114	127	212	0
0	P_0	0	P	115	128	177	0
0	P_0	0	P	116	129	182	1
0	P_0	0	P	117	130	209	0
0	P_0	0	P	118	131	203	0
0	P_0	0	P	119	132	188	0
0	P_0	0	P	120	133	189	0
0	P_0	0	P	121	134	221	0
0	P_0	0	P	122	135	218	0
0	P_0	0	P	123	136	206	0
0	P_0	0	P	124	137	190	0
0	P_0	0	P	125	138	208	2
0	P_0	0	P	126	139	211	0
0	P_0	0	P	127	140	217	1
0	P_0	0	P	128	141	212	0
0	P_0	0	P	129	142	213	0
0	P_0	0	P	130	143	199	0
0	P_0	0	P	131	144	181	0
0	P_0	0	P	132	145	203	0
0	P_0	0	P	133	146	194	0
0	P_0	0	P	134	147	206	0
0	P_0	0	P	135	148	183	0
0	P_0	0	P	136	149	170	0
0	P_0	0	P	137	150	206	0
0	P_0	0	P	138	151	186	0
0	P_0	0	P	139	152	210	0
0	P_0	0	P	140	153	199	0
0	P_0	0	P	141	154	189	0
0	P_0	0	P	142	155	191	0
0	P_0	0	P	143	156	206	0
0	P_0	0	P	144	157	220	0
0	P_0	0	P	145	158	186	0
0	P_0	0	P	146	159	203	0
0	P_0	0	P	147	160	219	0
0	P_0	0	P	148	161	185	0
0	P_0	0	P	149	162	214	1
0	P_0	0	P	150	163	185	0
0	P_0	0	P	151	164	223	0
0	P_0	0	P	152	165	199	0
0	P_0	0	P	153	166	203	0
0	P_0	0	P	154	167	172	0
0	P_0	0	P	155	168	208	0
0	P_0	0	P	156	169	197	0
0	P_0	0	P	157	170	197	0
0	P_0	0	P	158	171	188	0
0	P_0	0	P	159	172	193	0
0	P_0	0	P	160	173	216	0
0	P_0	0	P	161	174	197	0
0	P_0	0	P	162	175	215	0
0	P_0	0	P	163	176	184	0
0	P_0	0	P	164	177	196	0
0	P_0	0	P	165	178	223	0
0	P_0	0	P	166	179	181	1
0	P_0	0	P	167	180	198	0
0	P_0	0	P	168	181	220	0
0	P_0	0	P	169	182	201	0
0	P_0	0	P	170	183	217	0
0	P_0	0	P	171	184	196	0
0	P_0	0	P	172	185	202	0
0	P_0	0	P	173	186	199	1
0	P_0	0	P	174	187	184	0
0	P_0	0	P	175	188	214	0
0	P_0	0	P	176	189	181	0
0	P_0	0	P	177	190	208	0
0	P_0	0	P	178	191	197	0
0	P_0	0	P	179	192	175	0
0	P_0	0	P	180	193	209	0
0	P_0	0	P	181	194	199	0
0	P_0	0	P	182	195	202	0
0	P_0	0	P	183	196	210	0
0	P_0	0	P	184	197	215	0
0	P_0	0	P	185	198	210	0
0	P_0	0	P	186	199	225	0
0	P_0	0	P	187	200	214	1
0	P_0	0	P	188	201	206	1
0	P_0	0	P	189	202	188	0
0	P_0	0	P	190	204	187	0
0	P_0	0	P	191	206	198	0
0	P_0	0	P	192	207	176	0
0	P_0	0	P	193	208	196	0
0	P_0	0	P	194	211	194	0
0	P_0	0	P	195	212	182	1
0	P_0	0	P	196	214	219	0
0	P_0	0	P	197	215	205	0
0	P_0	0	P	198	216	180	1
0	P_0	0	P	199	217	204	0
0	P_0	0	P	200	219	208	1
0	P_0	0	P	201	220	206	0
0	P_0	0	P	202	221	166	1
0	P_0	0	P	203	224	199	0
0	P_0	0	P	204	225	187	0
0	P_0	0	P	205	227	194	1
0	P_0	0	P	206	228	203	0
0	P_0	0	P	207	229	214	0
0	P_0	0	P	208	230	191	0
0	P_0	0	P	209	231	226	0
0	P_0	0	P	210	235	196	1
0	P_0	0	P	211	236	191	0
0	P_0	0	P	212	237	200	0
0	P_0	0	P	213	238	174	0
0	P_0	0	P	214	239	192	0
0	P_0	0	P	215	240	231	0
0	P_0	0	P	216	243	197	0
0	P_0	0	P	217	245	209	1
0	P_0	0	P	218	248	226	0
0	P_0	0	P	219	250	206	0
0	P_0	0	P	220	251	189	0
0	P_0	0	P	221	253	217	0
0	P_0	0	P	222	254	215	1
0	P_0	0	P	223	257	213	0
0	P_0	0	P	224	260	200	1
0	P_0	0	P	225	261	213	0
0	P_0	0	P	226	267	191	0
0	P_0	0	P	227	268	196	0
0	P_0	0	P	228	269	203	0
0	P_0	0	P	229	271	214	0
0	P_0	0	P	230	272	198	0
0	P_0	0	P	231	273	176	0
0	P_0	0	P	232	277	172	0
0	P_0	0	P	233	278	208	0
0	P_0	0	P	234	279	219	0
0	P_0	0	P	235	280	202	0
0	P_0	0	P	236	281	222	1
0	P_0	0	P	237	283	196	0
0	P_0	0	P	238	285	220	0
0	P_0	0	P	239	286	189	0
0	P_0	0	P	240	288	212	0
0	P_0	0	P	241	289	183	0
0	P_0	0	P	242	290	203	0
0	P_0	0	P	243	294	197	0
0	P_0	0	P	244	297	189	0
0	P_0	0	P	245	298	194	0
0	P_0	0	P	246	301	196	0
0	P_0	0	P	247	302	215	0
1	P_1	0	P	0	0	132	80
1	P_1	0	P	1	6	134	83
1	P_1	0	P	2	9	112	98
1	P_1	0	P	3	10	125	84
1	P_1	0	P	4	11	122	93
1	P_1	0	P	5	12	123	90
1	P_1	0	P	6	13	115	93
1	P_1	0	P	7	14	115	85
1	P_1	0	P	8	15	138	77
1	P_1	0	P	9	16	109	52
1	P_1	0	P	10	17	121	80
1	P_1	0	P	11	18	126	96
1	P_1	0	P	12	19	143	75
1	P_1	0	P	13	20	108	80
1	P_1	0	P	14	21	126	91
1	P_1	0	P	15	22	118	84
1	P_1	0	P	16	23	129	79
1	P_1	0	P	17	24	113	73
1	P_1	0	P	18	25	117	70
1	P_1	0	P	19	26	114	81
1	P_1	0	P	20	27	128	88
1	P_1	0	P	21	28	144	80
1	P_1	0	P	22	29	131	69
1	P_1	0	P	23	30	133	79
1	P_1	0	P	24	31	111	85
1	P_1	0	P	25	32	98	70
1	P_1	0	P	26	33	123	65
1	P_1	0	P	27	34	129	82
1	P_1	0	P	28	35	132	94
1	P_1	0	P	29	36	114	74
1	P_1	0	P	30	37	130	81
1	P_1	0	P	31	38	122	93
1	P_1	0	P	32	39	137	88
1	P_1	0	P	33	40	106	62
1	P_1	0	P	34	41	118	71
1	P_1	0	P	35	42	112	90
1	P_1	0	P	36	43	114	79
1	P_1	0	P	37	44	123	74
1	P_1	0	P	38	45	148	94
1	P_1	0	P	39	46	137	83
1	P_1	0	P	40	47	113	70
1	P_1	0	P	41	48	135	78
1	P_1	0	P	42	49	110	78
1	P_1	0	P	43	50	109	88
1	P_1	0	P	44	51	91	86
1	P_1	0	P	45	52	125	85
1	P_1	0	P	46	53	121	89
1	P_1	0	P	47	54	121	87
1	P_1	0	P	48	55	119	81
1	P_1	0	P	49	56	129	72
1	P_1	0	P	50	57	116	72
1	P_1	0	P	51	58	131	68
1	P_1	0	P	52	59	195	1
1	P_1	0	P	53	60	111	87
1	P_1	0	P	54	61	208	0
1	P_1	0	P	55	62	115	76
1	P_1	0	P	56	63	201	0
1	P_1	0	P	57	64	157	59
1	P_1	0	P	58	66	169	0
1	P_1	0	P	59	67	158	15
1	P_1	0	P	60	68	109	40
1	P_1	0	P	61	69	180	32
1	P_1	0	P	62	70	169	47
1	P_1	0	P	63	72	172	24
1	P_1	0	P	64	74	162	32
1	P_1	0	P	65	75	210	0
1	P_1	0	P	66	77	208	0
1	P_1	0	P	67	79	184	0
1	P_1	0	P	68	80	191	0
1	P_1	0	P	69	81	188	0
1	P_1	0	P	70	82	185	0
1	P_1	0	P	71	83	181	0
1	P_1	0	P	72	84	187	0
1	P_1	0	P	73	86	212	1
1	P_1	0	P	74	87	214	0
1	P_1	0	P	75	88	194	0
1	P_1	0	P	76	89	201	0
1	P_1	0	P	77	90	192	0
1	P_1	0	P	78	91	200	0
1	P_1	0	P	79	92	197	0
1	P_1	0	P	80	93	199	0
1	P_1	0	P	81	94	200	1
1	P_1	0	P	82	95	220	0
1	P_1	0	P	83	96	223	0
1	P_1	0	P	84	97	226	0
1	P_1	0	P	85	98	207	0
1	P_1	0	P	86	99	179	0
1	P_1	0	P	87	100	188	0
1	P_1	0	P	88	101	176	0
1	P_1	0	P	89	102	221	1
1	P_1	0	P	90	103	203	0
1	P_1	0	P	91	104	180	0
1	P_1	0	P	92	105	188	0
1	P_1	0	P	93	106	234	0
1	P_1	0	P	94	107	192	0
1	P_1	0	P	95	108	215	0
1	P_1	0	P	96	109	194	1
1	P_1	0	P	97	110	212	0
1	P_1	0	P	98	111	206	0
1	P_1	0	P	99	112	206	0
1	P_1	0	P	100	113	195	0
1	P_1	0	P	101	114	194	0
1	P_1	0	P	102	115	188	0
1	P_1	0	P	103	116	218	0
1	P_1	0	P	104	117	183	0
1	P_1	0	P	105	118	218	0
1	P_1	0	P	106	119	198	0
1	P_1	0	P	107	120	193	0
1	P_1	0	P	108	121	188	0
1	P_1	0	P	109	122	224	0
1	P_1	0	P	110	123	184	0
1	P_1	0	P	111	124	230	0
1	P_1	0	P	112	125	188	0
1	P_1	0	P	113	126	203	0
1	P_1	0	P	114	127	212	0
1	P_1	0	P	115	128	208	0
1	P_1	0	P	116	129	216	0
1	P_1	0	P	117	130	186	0
1	P_1	0	P	118	131	213	0
1	P_1	0	P	119	132	234	1
1	P_1	0	P	120	133	221	0
1	P_1	0	P	121	134	218	0
1	P_1	0	P	122	135	200	1
1	P_1	0	P	123	136	195	0
1	P_1	0	P	124	137	197	0
1	P_1	0	P	125	138	220	0
1	P_1	0	P	126	139	209	0
1	P_1	0	P	127	140	196	0
1	P_1	0	P	128	141	181	0
1	P_1	0	P	129	142	215	1
1	P_1	0	P	130	143	203	1
1	P_1	0	P	131	144	185	0
1	P_1	0	P	132	145	202	0
1	P_1	0	P	133	146	216	0
1	P_1	0	P	134	147	199	0
1	P_1	0	P	135	148	199	0
1	P_1	0	P	136	149	200	1
1	P_1	0	P	137	150	211	0
1	P_1	0	P	138	151	176	0
1	P_1	0	P	139	152	190	0
1	P_1	0	P	140	153	221	0
1	P_1	0	P	141	154	230	2
1	P_1	0	P	142	155	217	1
1	P_1	0	P	143	156	199	0
1	P_1	0	P	144	157	197	1
1	P_1	0	P	145	158	207	0
1	P_1	0	P	146	159	198	0
1	P_1	0	P	147	160	213	0
1	P_1	0	P	148	161	183	0
1	P_1	0	P	149	162	207	0
1	P_1	0	P	150	163	192	0
1	P_1	0	P	151	164	202	0
1	P_1	0	P	152	165	161	0
1	P_1	0	P	153	166	223	0
1	P_1	0	P	154	167	209	1
1	P_1	0	P	155	168	197	0
1	P_1	0	P	156	169	201	1
1	P_1	0	P	157	170	198	0
1	P_1	0	P	158	171	214	1
1	P_1	0	P	159	172	199	0
1	P_1	0	P	160	173	205	0
1	P_1	0	P	161	174	207	0
1	P_1	0	P	162	175	195	0
1	P_1	0	P	163	176	227	0
1	P_1	0	P	164	177	190	1
1	P_1	0	P	165	178	206	0
1	P_1	0	P	166	179	191	0
1	P_1	0	P	167	180	205	0
1	P_1	0	P	168	181	199	0
1	P_1	0	P	169	182	198	0
1	P_1	0	P	170	183	198	0
1	P_1	0	P	171	184	183	1
1	P_1	0	P	172	185	185	0
1	P_1	0	P	173	186	209	0
1	P_1	0	P	174	187	200	0
1	P_1	0	P	175	188	185	0
1	P_1	0	P	176	189	210	0
1	P_1	0	P	177	190	193	0
1	P_1	0	P	178	191	182	1
1	P_1	0	P	179	192	213	0
1	P_1	0	P	180	193	172	0
1	P_1	0	P	181	194	184	1
1	P_1	0	P	182	195	203	0
1	P_1	0	P	183	196	204	0
1	P_1	0	P	184	197	189	1
1	P_1	0	P	185	198	156	0
1	P_1	0	P	186	199	205	1
1	P_1	0	P	187	200	164	0
1	P_1	0	P	188	201	188	0
1	P_1	0	P	189	202	195	0
1	P_1	0	P	190	204	195	0
1	P_1	0	P	191	206	195	0
1	P_1	0	P	192	207	208	0
1	P_1	0	P	193	208	195	0
1	P_1	0	P	194	211	192	0
1	P_1	0	P	195	212	182	0
1	P_1	0	P	196	214	193	0
1	P_1	0	P	197	215	203	1
1	P_1	0	P	198	216	214	1
1	P_1	0	P	199	217	191	0
1	P_1	0	P	200	219	207	0
1	P_1	0	P	201	220	173	1
1	P_1	0	P	202	221	182	1
1	P_1	0	P	203	224	204	0
1	P_1	0	P	204	225	221	0
1	P_1	0	P	205	227	200	1
1	P_1	0	P	206	228	174	0
1	P_1	0	P	207	229	226	0
1	P_1	0	P	208	230	210	0
1	P_1	0	P	209	231	199	0
1	P_1	0	P	210	235	200	1
1	P_1	0	P	211	236	184	0
1	P_1	0	P	212	237	219	0
1	P_1	0	P	213	238	197	0
1	P_1	0	P	214	239	200	0
1	P_1	0	P	215	240	201	0
1	P_1	0	P	216	243	194	0
1	P_1	0	P	217	245	203	0
1	P_1	0	P	218	248	216	0
1	P_1	0	P	219	250	165	0
1	P_1	0	P	220	251	178	0
1	P_1	0	P	221	253	198	1
1	P_1	0	P	222	254	167	0
1	P_1	0	P	223	257	210	0
1	P_1	0	P	224	260	203	0
1	P_1	0	P	225	261	221	0
1	P_1	0	P	226	267	200	2
1	P_1	0	P	227	268	192	0
1	P_1	0	P	228	269	203	0
1	P_1	0	P	229	271	216	0
1	P_1	0	P	230	272	177	0
1	P_1	0	P	231	273	236	1
1	P_1	0	P	232	277	210	0
1	P_1	0	P	233	278	184	0
1	P_1	0	P	234	279	198	0
1	P_1	0	P	235	280	185	0
1	P_1	0	P	236	281	203	0
1	P_1	0	P	237	283	192	0
1	P_1	0	P	238	285	200	0
1	P_1	0	P	239	286	200	1
1	P_1	0	P	240	288	206	0
1	P_1	0	P	241	289	207	0
1	P_1	0	P	242	290	200	0
1	P_1	0	P	243	294	213	0
1	P_1	0	P	244	297	199	0
1	P_1	0	P	245	298	180	0
1	P_1	0	P	246	301	202	1
1	P_1	0	P	247	302	209	0
2	M1_0	1	M1	0	0	121	97
2	M1_0	1	M1	1	6	124	78
2	M1_0	1	M1	2	9	123	101
2	M1_0	1	M1	3	10	104	82
2	M1_0	1	M1	4	11	128	80
2	M1_0	1	M1	5	12	116	79
2	M1_0	1	M1	6	13	112	75
2	M1_0	1	M1	7	14	109	82
2	M1_0	1	M1	8	15	123	84
2	M1_0	1	M1	9	16	106	68
2	M1_0	1	M1	10	17	117	65
2	M1_0	1	M1	11	18	119	79
2	M1_0	1	M1	12	19	120	81
2	M1_0	1	M1	13	20	115	84
2	M1_0	1	M1	14	21	108	75
2	M1_0	1	M1	15	22	120	70
2	M1_0	1	M1	16	23	142	84
2	M1_0	1	M1	17	24	128	83
2	M1_0	1	M1	18	25	115	83
2	M1_0	1	M1	19	26	137	79
2	M1_0	1	M1	20	27	118	104
2	M1_0	1	M1	21	28	120	88
2	M1_0	1	M1	22	29	134	84
2	M1_0	1	M1	23	30	110	85
2	M1_0	1	M1	24	31	120	96
2	M1_0	1	M1	25	32	107	63
2	M1_0	1	M1	26	33	106	80
2	M1_0	1	M1	27	34	137	87
2	M1_0	1	M1	28	35	131	70
2	M1_0	1	M1	29	36	143	82
2	M1_0	1	M1	30	37	126	70
2	M1_0	1	M1	31	38	113	84
2	M1_0	1	M1	32	39	120	77
2	M1_0	1	M1	33	40	123	78
2	M1_0	1	M1	34	41	142	84
2	M1_0	1	M1	35	42	100	72
2	M1_0	1	M1	36	43	128	78
2	M1_0	1	M1	37	44	127	82
2	M1_0	1	M1	38	45	132	69
2	M1_0	1	M1	39	46	127	76
2	M1_0	1	M1	40	47	123	72
2	M1_0	1	M1	41	48	124	86
2	M1_0	1	M1	42	49	119	82
2	M1_0	1	M1	43	50	123	87
2	M1_0	1	M1	44	51	117	84
2	M1_0	1	M1	45	52	127	65
2	M1_0	1	M1	46	53	119	86
2	M1_0	1	M1	47	54	138	77
2	M1_0	1	M1	48	55	127	60
2	M1_0	1	M1	49	56	103	74
2	M1_0	1	M1	50	57	101	88
2	M1_0	1	M1	51	58	118	94
2	M1_0	1	M1	52	59	161	0
2	M1_0	1	M1	53	60	126	72
2	M1_0	1	M1	54	61	175	0
2	M1_0	1	M1	55	62	118	68
2	M1_0	1	M1	56	63	199	0
2	M1_0	1	M1	57	64	183	16
2	M1_0	1	M1	58	66	198	0
2	M1_0	1	M1	59	67	126	74
2	M1_0	1	M1	60	68	187	14
2	M1_0	1	M1	61	69	157	72
2	M1_0	1	M1	62	70	182	25
2	M1_0	1	M1	63	72	126	54
2	M1_0	1	M1	64	74	121	71
2	M1_0	1	M1	65	75	195	0
2	M1_0	1	M1	66	77	201	0
2	M1_0	1	M1	67	79	212	1
2	M1_0	1	M1	68	80	182	18
2	M1_0	1	M1	69	81	220	0
2	M1_0	1	M1	70	82	213	0
2	M1_0	1	M1	71	83	121	46
2	M1_0	1	M1	72	84	206	19
2	M1_0	1	M1	73	86	212	0
2	M1_0	1	M1	74	87	177	0
2	M1_0	1	M1	75	88	132	62
2	M1_0	1	M1	76	89	193	0
2	M1_0	1	M1	77	90	137	74
2	M1_0	1	M1	78	91	188	16
2	M1_0	1	M1	79	92	207	0
2	M1_0	1	M1	80	93	124	66
2	M1_0	1	M1	81	94	172	19
2	M1_0	1	M1	82	95	204	0
2	M1_0	1	M1	83	96	154	63
2	M1_0	1	M1	84	97	217	0
2	M1_0	1	M1	85	98	177	0
2	M1_0	1	M1	86	99	179	0
2	M1_0	1	M1	87	100	212	2
2	M1_0	1	M1	88	101	204	0
2	M1_0	1	M1	89	102	138	48
2	M1_0	1	M1	90	103	217	0
2	M1_0	1	M1	91	104	149	62
2	M1_0	1	M1	92	105	200	0
2	M1_0	1	M1	93	106	184	0
2	M1_0	1	M1	94	107	205	0
2	M1_0	1	M1	95	108	138	65
2	M1_0	1	M1	96	109	190	17
2	M1_0	1	M1	97	110	211	0
2	M1_0	1	M1	98	111	190	0
2	M1_0	1	M1	99	112	197	0
2	M1_0	1	M1	100	113	191	18
2	M1_0	1	M1	101	114	206	1
2	M1_0	1	M1	102	115	200	0
2	M1_0	1	M1	103	116	150	57
2	M1_0	1	M1	104	117	198	0
2	M1_0	1	M1	105	118	166	14
2	M1_0	1	M1	106	119	208	0
2	M1_0	1	M1	107	120	193	0
2	M1_0	1	M1	108	121	138	61
2	M1_0	1	M1	109	122	174	19
2	M1_0	1	M1	110	123	192	1
2	M1_0	1	M1	111	124	219	1
2	M1_0	1	M1	112	125	205	0
2	M1_0	1	M1	113	126	138	80
2	M1_0	1	M1	114	127	185	0
2	M1_0	1	M1	115	128	139	65
2	M1_0	1	M1	116	129	190	18
2	M1_0	1	M1	117	130	207	0
2	M1_0	1	M1	118	131	199	0
2	M1_0	1	M1	119	132	147	16
2	M1_0	1	M1	120	133	190	0
2	M1_0	1	M1	121	134	158	65
2	M1_0	1	M1	122	135	176	16
2	M1_0	1	M1	123	136	204	0
2	M1_0	1	M1	124	137	145	21
2	M1_0	1	M1	125	138	202	0
2	M1_0	1	M1	126	139	222	0
2	M1_0	1	M1	127	140	200	0
2	M1_0	1	M1	128	141	196	0
2	M1_0	1	M1	129	142	200	0
2	M1_0	1	M1	130	143	198	0
2	M1_0	1	M1	131	144	208	0
2	M1_0	1	M1	132	145	192	0
2	M1_0	1	M1	133	146	206	0
2	M1_0	1	M1	134	147	133	64
2	M1_0	1	M1	135	148	179	26
2	M1_0	1	M1	136	149	200	0
2	M1_0	1	M1	137	150	199	0
2	M1_0	1	M1	138	151	177	13
2	M1_0	1	M1	139	152	134	55
2	M1_0	1	M1	140	153	191	2
2	M1_0	1	M1	141	154	197	0
2	M1_0	1	M1	142	155	132	69
2	M1_0	1	M1	143	156	160	14
2	M1_0	1	M1	144	157	200	0
2	M1_0	1	M1	145	158	188	0
2	M1_0	1	M1	146	159	169	14
2	M1_0	1	M1	147	160	194	0
2	M1_0	1	M1	148	161	194	0
2	M1_0	1	M1	149	162	172	15
2	M1_0	1	M1	150	163	209	0
2	M1_0	1	M1	151	164	141	58
2	M1_0	1	M1	152	165	184	0
2	M1_0	1	M1	153	166	212	0
2	M1_0	1	M1	154	167	183	17
2	M1_0	1	M1	155	168	207	0
2	M1_0	1	M1	156	169	148	66
2	M1_0	1	M1	157	170	205	0
2	M1_0	1	M1	158	171	192	0
2	M1_0	1	M1	159	172	204	0
2	M1_0	1	M1	160	173	197	17
2	M1_0	1	M1	161	174	160	62
2	M1_0	1	M1	162	175	180	1
2	M1_0	1	M1	163	176	192	1
2	M1_0	1	M1	164	177	140	66
2	M1_0	1	M1	165	178	216	0
2	M1_0	1	M1	166	179	190	0
2	M1_0	1	M1	167	180	194	21
2	M1_0	1	M1	168	181	183	1
2	M1_0	1	M1	169	182	225	0
2	M1_0	1	M1	170	183	160	68
2	M1_0	1	M1	171	184	220	0
2	M1_0	1	M1	172	185	189	0
2	M1_0	1	M1	173	186	188	0
2	M1_0	1	M1	174	187	216	1
2	M1_0	1	M1	175	188	192	19
2	M1_0	1	M1	176	189	147	63
2	M1_0	1	M1	177	190	200	0
2	M1_0	1	M1	178	191	209	0
2	M1_0	1	M1	179	192	181	21
2	M1_0	1	M1	180	193	173	1
2	M1_0	1	M1	181	194	200	1
2	M1_0	1	M1	182	195	202	0
2	M1_0	1	M1	183	196	191	0
2	M1_0	1	M1	184	197	152	62
2	M1_0	1	M1	185	198	198	0
2	M1_0	1	M1	186	199	201	0
2	M1_0	1	M1	187	200	165	21
2	M1_0	1	M1	188	201	143	58
2	M1_0	1	M1	189	202	180	0
2	M1_0	1	M1	190	204	216	0
2	M1_0	1	M1	191	206	221	0
2	M1_0	1	M1	192	207	201	1
2	M1_0	1	M1	193	208	205	0
2	M1_0	1	M1	194	211	188	0
2	M1_0	1	M1	195	212	205	0
2	M1_0	1	M1	196	214	191	0
2	M1_0	1	M1	197	215	217	0
2	M1_0	1	M1	198	216	212	0
2	M1_0	1	M1	199	217	206	0
2	M1_0	1	M1	200	219	187	23
2	M1_0	1	M1	201	220	141	67
2	M1_0	1	M1	202	221	206	0
2	M1_0	1	M1	203	224	211	1
2	M1_0	1	M1	204	225	223	0
2	M1_0	1	M1	205	227	204	1
2	M1_0	1	M1	206	228	174	27
2	M1_0	1	M1	207	229	133	60
2	M1_0	1	M1	208	230	194	0
2	M1_0	1	M1	209	231	170	0
2	M1_0	1	M1	210	235	193	1
2	M1_0	1	M1	211	236	172	18
2	M1_0	1	M1	212	237	221	0
2	M1_0	1	M1	213	238	197	0
2	M1_0	1	M1	214	239	226	1
2	M1_0	1	M1	215	240	191	0
2	M1_0	1	M1	216	243	224	1
2	M1_0	1	M1	217	245	179	0
2	M1_0	1	M1	218	248	211	0
2	M1_0	1	M1	219	250	131	87
2	M1_0	1	M1	220	251	203	0
2	M1_0	1	M1	221	253	199	0
2	M1_0	1	M1	222	254	202	0
2	M1_0	1	M1	223	257	190	0
2	M1_0	1	M1	224	260	225	0
2	M1_0	1	M1	225	261	193	1
2	M1_0	1	M1	226	267	233	0
2	M1_0	1	M1	227	268	160	56
2	M1_0	1	M1	228	269	174	21
2	M1_0	1	M1	229	271	183	0
2	M1_0	1	M1	230	272	208	1
2	M1_0	1	M1	231	273	209	0
2	M1_0	1	M1	232	277	199	0
2	M1_0	1	M1	233	278	107	69
2	M1_0	1	M1	234	279	219	21
2	M1_0	1	M1	235	280	207	0
2	M1_0	1	M1	236	281	213	0
2	M1_0	1	M1	237	283	139	60
2	M1_0	1	M1	238	285	185	0
2	M1_0	1	M1	239	286	171	14
2	M1_0	1	M1	240	288	206	0
2	M1_0	1	M1	241	289	177	16
2	M1_0	1	M1	242	290	209	14
2	M1_0	1	M1	243	294	188	16
2	M1_0	1	M1	244	297	163	42
2	M1_0	1	M1	245	298	176	15
2	M1_0	1	M1	246	301	189	13
