4 #anatomical sites
8 #samples
237 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var
1	P_1	0	P	148	154	194	0
1	P_1	0	P	149	156	192	0
1	P_1	0	P	150	157	178	22
1	P_1	0	P	151	158	202	0
1	P_1	0	P	152	159	179	10
1	P_1	0	P	153	162	208	0
1	P_1	0	P	154	163	209	0
1	P_1	0	P	155	165	189	0
1	P_1	0	P	156	166	201	18
1	P_1	0	P	157	167	217	0
1	P_1	0	P	158	168	193	0
1	P_1	0	P	159	169	211	0
1	P_1	0	P	160	171	194	0
1	P_1	0	P	161	172	184	16
1	P_1	0	P	162	173	202	0
1	P_1	0	P	163	176	207	0
1	P_1	0	P	164	177	188	0
1	P_1	0	P	165	178	218	0
1	P_1	0	P	166	181	151	19
1	P_1	0	P	167	182	204	0
1	P_1	0	P	168	183	196	0
1	P_1	0	P	169	184	219	0
1	P_1	0	P	170	187	232	2
1	P_1	0	P	171	188	218	2
1	P_1	0	P	172	189	187	13
1	P_1	0	P	173	190	192	21
1	P_1	0	P	174	191	213	0
1	P_1	0	P	175	193	225	0
1	P_1	0	P	176	194	212	0
1	P_1	0	P	177	195	204	0
1	P_1	0	P	178	196	182	0
1	P_1	0	P	179	197	175	0
1	P_1	0	P	180	198	216	1
1	P_1	0	P	181	199	213	0
1	P_1	0	P	182	200	181	0
1	P_1	0	P	183	202	208	1
1	P_1	0	P	184	203	214	0
1	P_1	0	P	185	204	184	1
1	P_1	0	P	186	206	190	0
1	P_1	0	P	187	208	195	1
1	P_1	0	P	188	209	225	0
1	P_1	0	P	189	210	203	0
1	P_1	0	P	190	211	216	0
1	P_1	0	P	191	213	212	0
1	P_1	0	P	192	214	190	0
1	P_1	0	P	193	215	201	0
1	P_1	0	P	194	217	194	0
1	P_1	0	P	195	218	213	0
1	P_1	0	P	196	219	201	0
1	P_1	0	P	197	221	204	1
1	P_1	0	P	198	223	211	1
1	P_1	0	P	199	224	213	0
1	P_1	0	P	200	225	198	0
1	P_1	0	P	201	226	197	1
1	P_1	0	P	202	228	199	0
1	P_1	0	P	203	231	183	0
1	P_1	0	P	204	232	214	0
1	P_1	0	P	205	233	195	0
1	P_1	0	P	206	234	202	0
1	P_1	0	P	207	235	194	0
1	P_1	0	P	208	236	212	1
1	P_1	0	P	209	237	182	0
1	P_1	0	P	210	238	196	0
1	P_1	0	P	211	239	188	0
1	P_1	0	P	212	240	185	0
1	P_1	0	P	213	241	209	0
1	P_1	0	P	214	242	214	0
1	P_1	0	P	215	243	221	0
1	P_1	0	P	216	244	209	0
1	P_1	0	P	217	245	192	0
1	P_1	0	P	218	247	200	0
1	P_1	0	P	219	249	189	0
1	P_1	0	P	220	251	188	0
1	P_1	0	P	221	253	190	1
1	P_1	0	P	222	257	206	0
1	P_1	0	P	223	260	210	1
1	P_1	0	P	224	264	199	0
1	P_1	0	P	225	266	209	0
1	P_1	0	P	226	267	225	0
1	P_1	0	P	227	269	203	0
1	P_1	0	P	228	274	202	0
1	P_1	0	P	229	275	195	0
1	P_1	0	P	230	279	208	0
1	P_1	0	P	231	282	207	1
1	P_1	0	P	232	285	182	0
1	P_1	0	P	233	288	178	1
1	P_1	0	P	234	289	188	0
1	P_1	0	P	235	292	220	0
1	P_1	0	P	236	293	182	0
2	M1_0	1	M1	0	0	114	76
2	M1_0	1	M1	1	1	205	0
2	M1_0	1	M1	2	2	202	0
2	M1_0	1	M1	3	3	113	85
2	M1_0	1	M1	4	4	209	0
2	M1_0	1	M1	5	5	188	0
2	M1_0	1	M1	6	6	206	1
2	M1_0	1	M1	7	7	214	0
2	M1_0	1	M1	8	8	125	70
2	M1_0	1	M1	9	9	214	0
2	M1_0	1	M1	10	10	125	74
2	M1_0	1	M1	11	11	189	0
2	M1_0	1	M1	12	12	114	89
2	M1_0	1	M1	13	13	195	0
2	M1_0	1	M1	14	14	124	81
2	M1_0	1	M1	15	15	197	1
2	M1_0	1	M1	16	16	124	78
2	M1_0	1	M1	17	17	178	0
2	M1_0	1	M1	18	18	203	0
2	M1_0	1	M1	19	19	144	80
2	M1_0	1	M1	20	20	194	1
2	M1_0	1	M1	21	21	113	74
2	M1_0	1	M1	22	22	119	73
2	M1_0	1	M1	23	23	140	81
2	M1_0	1	M1	24	24	187	0
2	M1_0	1	M1	25	25	229	0
2	M1_0	1	M1	26	26	115	86
2	M1_0	1	M1	27	27	131	80
2	M1_0	1	M1	28	28	133	77
2	M1_0	1	M1	29	29	213	0
2	M1_0	1	M1	30	30	112	78
2	M1_0	1	M1	31	31	90	93
2	M1_0	1	M1	32	32	201	0
2	M1_0	1	M1	33	33	116	68
2	M1_0	1	M1	34	34	107	86
2	M1_0	1	M1	35	35	216	1
2	M1_0	1	M1	36	36	143	84
2	M1_0	1	M1	37	37	133	99
2	M1_0	1	M1	38	38	200	0
2	M1_0	1	M1	39	39	213	0
2	M1_0	1	M1	40	40	191	0
2	M1_0	1	M1	41	41	180	2
2	M1_0	1	M1	42	42	206	0
2	M1_0	1	M1	43	43	192	0
2	M1_0	1	M1	44	44	112	88
2	M1_0	1	M1	45	45	179	0
2	M1_0	1	M1	46	46	185	0
2	M1_0	1	M1	47	47	188	0
2	M1_0	1	M1	48	48	185	0
2	M1_0	1	M1	49	49	109	93
2	M1_0	1	M1	50	50	121	79
2	M1_0	1	M1	51	51	192	0
2	M1_0	1	M1	52	52	110	65
2	M1_0	1	M1	53	53	183	0
2	M1_0	1	M1	54	54	203	0
2	M1_0	1	M1	55	55	123	86
2	M1_0	1	M1	56	56	217	0
2	M1_0	1	M1	57	57	115	89
2	M1_0	1	M1	58	58	122	82
2	M1_0	1	M1	59	59	205	0
2	M1_0	1	M1	60	60	131	67
2	M1_0	1	M1	61	61	196	0
2	M1_0	1	M1	62	62	196	0
2	M1_0	1	M1	63	63	198	0
2	M1_0	1	M1	64	64	125	71
2	M1_0	1	M1	65	65	214	0
2	M1_0	1	M1	66	66	194	0
2	M1_0	1	M1	67	67	179	1
2	M1_0	1	M1	68	68	134	87
2	M1_0	1	M1	69	69	192	0
2	M1_0	1	M1	70	70	125	72
2	M1_0	1	M1	71	71	207	0
2	M1_0	1	M1	72	72	197	0
2	M1_0	1	M1	73	73	122	79
2	M1_0	1	M1	74	74	191	0
2	M1_0	1	M1	75	75	115	97
2	M1_0	1	M1	76	76	178	1
2	M1_0	1	M1	77	77	97	77
2	M1_0	1	M1	78	78	206	0
2	M1_0	1	M1	79	79	199	1
2	M1_0	1	M1	80	80	199	0
2	M1_0	1	M1	81	81	193	0
2	M1_0	1	M1	82	82	184	0
2	M1_0	1	M1	83	83	187	0
2	M1_0	1	M1	84	84	179	1
2	M1_0	1	M1	85	85	115	68
2	M1_0	1	M1	86	86	199	0
2	M1_0	1	M1	87	87	189	0
2	M1_0	1	M1	88	88	197	0
2	M1_0	1	M1	89	89	193	1
2	M1_0	1	M1	90	90	213	0
2	M1_0	1	M1	91	91	106	88
2	M1_0	1	M1	92	92	209	0
2	M1_0	1	M1	93	93	211	0
2	M1_0	1	M1	94	94	171	0
2	M1_0	1	M1	95	95	222	2
2	M1_0	1	M1	96	96	149	80
2	M1_0	1	M1	97	97	186	0
2	M1_0	1	M1	98	98	121	87
2	M1_0	1	M1	99	99	189	0
2	M1_0	1	M1	100	100	191	0
2	M1_0	1	M1	101	101	180	1
2	M1_0	1	M1	102	102	174	0
2	M1_0	1	M1	103	103	202	0
2	M1_0	1	M1	104	104	210	1
2	M1_0	1	M1	105	105	193	0
2	M1_0	1	M1	106	106	213	0
2	M1_0	1	M1	107	107	191	0
2	M1_0	1	M1	108	108	191	0
2	M1_0	1	M1	109	109	166	0
2	M1_0	1	M1	110	110	119	66
2	M1_0	1	M1	111	111	193	0
2	M1_0	1	M1	112	112	188	0
2	M1_0	1	M1	113	113	192	0
2	M1_0	1	M1	114	114	199	0
2	M1_0	1	M1	115	115	229	1
2	M1_0	1	M1	116	116	129	71
2	M1_0	1	M1	117	117	226	1
2	M1_0	1	M1	118	118	238	1
2	M1_0	1	M1	119	119	201	0
2	M1_0	1	M1	120	120	192	1
2	M1_0	1	M1	121	121	184	0
2	M1_0	1	M1	122	122	210	2
2	M1_0	1	M1	123	123	204	0
2	M1_0	1	M1	124	124	198	0
2	M1_0	1	M1	125	125	199	0
2	M1_0	1	M1	126	126	179	0
2	M1_0	1	M1	127	127	191	0
2	M1_0	1	M1	128	128	181	0
2	M1_0	1	M1	129	129	183	0
2	M1_0	1	M1	130	130	203	0
2	M1_0	1	M1	131	131	193	0
2	M1_0	1	M1	132	132	185	0
2	M1_0	1	M1	133	134	205	0
2	M1_0	1	M1	134	137	118	68
2	M1_0	1	M1	135	138	202	0
2	M1_0	1	M1	136	139	201	0
2	M1_0	1	M1	137	140	191	0
2	M1_0	1	M1	138	141	198	0
2	M1_0	1	M1	139	144	125	92
2	M1_0	1	M1	140	145	173	1
2	M1_0	1	M1	141	146	183	0
2	M1_0	1	M1	142	147	199	0
2	M1_0	1	M1	143	148	202	0
2	M1_0	1	M1	144	150	220	0
2	M1_0	1	M1	145	151	176	0
2	M1_0	1	M1	146	152	217	0
2	M1_0	1	M1	147	153	203	0
2	M1_0	1	M1	148	154	176	12
2	M1_0	1	M1	149	156	192	0
2	M1_0	1	M1	150	157	201	1
2	M1_0	1	M1	151	158	203	0
2	M1_0	1	M1	152	159	194	0
2	M1_0	1	M1	153	162	211	0
2	M1_0	1	M1	154	163	141	57
2	M1_0	1	M1	155	165	183	1
2	M1_0	1	M1	156	166	233	1
2	M1_0	1	M1	157	167	217	0
2	M1_0	1	M1	158	168	123	60
2	M1_0	1	M1	159	169	167	27
2	M1_0	1	M1	160	171	169	1
2	M1_0	1	M1	161	172	206	0
2	M1_0	1	M1	162	173	200	1
2	M1_0	1	M1	163	176	214	0
2	M1_0	1	M1	164	177	210	1
2	M1_0	1	M1	165	178	182	0
2	M1_0	1	M1	166	181	192	1
2	M1_0	1	M1	167	182	219	0
2	M1_0	1	M1	168	183	178	25
2	M1_0	1	M1	169	184	126	65
2	M1_0	1	M1	170	187	192	0
2	M1_0	1	M1	171	188	178	0
2	M1_0	1	M1	172	189	202	0
2	M1_0	1	M1	173	190	203	0
2	M1_0	1	M1	174	191	143	49
2	M1_0	1	M1	175	193	219	1
2	M1_0	1	M1	176	194	218	1
2	M1_0	1	M1	177	195	189	1
2	M1_0	1	M1	178	196	179	21
2	M1_0	1	M1	179	197	188	0
2	M1_0	1	M1	180	198	214	0
2	M1_0	1	M1	181	199	139	51
2	M1_0	1	M1	182	200	193	0
2	M1_0	1	M1	183	202	209	0
2	M1_0	1	M1	184	203	198	0
2	M1_0	1	M1	185	204	203	0
2	M1_0	1	M1	186	206	192	1
2	M1_0	1	M1	187	208	207	0
2	M1_0	1	M1	188	209	166	24
2	M1_0	1	M1	189	210	195	10
2	M1_0	1	M1	190	211	165	0
2	M1_0	1	M1	191	213	192	0
2	M1_0	1	M1	192	214	165	23
2	M1_0	1	M1	193	215	220	0
2	M1_0	1	M1	194	217	208	0
2	M1_0	1	M1	195	218	198	22
2	M1_0	1	M1	196	219	173	39
2	M1_0	1	M1	197	221	159	1
2	M1_0	1	M1	198	223	225	0
2	M1_0	1	M1	199	224	201	0
2	M1_0	1	M1	200	225	188	28
2	M1_0	1	M1	201	226	183	23
2	M1_0	1	M1	202	228	194	0
2	M1_0	1	M1	203	231	203	1
2	M1_0	1	M1	204	232	181	0
2	M1_0	1	M1	205	233	155	34
2	M1_0	1	M1	206	234	180	19
2	M1_0	1	M1	207	235	191	0
2	M1_0	1	M1	208	236	166	31
2	M1_0	1	M1	209	237	199	0
2	M1_0	1	M1	210	238	145	41
2	M1_0	1	M1	211	239	172	22
2	M1_0	1	M1	212	240	175	0
2	M1_0	1	M1	213	241	206	0
2	M1_0	1	M1	214	242	149	16
2	M1_0	1	M1	215	243	174	20
2	M1_0	1	M1	216	244	187	1
2	M1_0	1	M1	217	245	190	1
2	M1_0	1	M1	218	247	198	0
2	M1_0	1	M1	219	249	197	0
2	M1_0	1	M1	220	251	189	1
2	M1_0	1	M1	221	253	213	0
2	M1_0	1	M1	222	257	198	0
2	M1_0	1	M1	223	260	207	0
2	M1_0	1	M1	224	264	186	1
2	M1_0	1	M1	225	266	189	0
2	M1_0	1	M1	226	267	178	0
2	M1_0	1	M1	227	269	211	0
2	M1_0	1	M1	228	274	196	1
2	M1_0	1	M1	229	275	216	0
2	M1_0	1	M1	230	279	215	2
2	M1_0	1	M1	231	282	195	0
2	M1_0	1	M1	232	285	199	0
2	M1_0	1	M1	233	288	199	0
2	M1_0	1	M1	234	289	193	0
2	M1_0	1	M1	235	292	207	0
2	M1_0	1	M1	236	293	199	1
3	M1_1	1	M1	0	0	109	82
3	M1_1	1	M1	1	1	200	0
3	M1_1	1	M1	2	2	223	2
3	M1_1	1	M1	3	3	109	82
3	M1_1	1	M1	4	4	207	0
3	M1_1	1	M1	5	5	183	1
3	M1_1	1	M1	6	6	215	0
3	M1_1	1	M1	7	7	190	0
3	M1_1	1	M1	8	8	142	76
3	M1_1	1	M1	9	9	226	0
3	M1_1	1	M1	10	10	107	75
3	M1_1	1	M1	11	11	200	0
3	M1_1	1	M1	12	12	114	80
3	M1_1	1	M1	13	13	197	1
3	M1_1	1	M1	14	14	119	52
3	M1_1	1	M1	15	15	168	0
3	M1_1	1	M1	16	16	126	77
3	M1_1	1	M1	17	17	206	0
3	M1_1	1	M1	18	18	213	0
3	M1_1	1	M1	19	19	123	71
3	M1_1	1	M1	20	20	196	0
3	M1_1	1	M1	21	21	113	82
3	M1_1	1	M1	22	22	115	85
3	M1_1	1	M1	23	23	121	79
3	M1_1	1	M1	24	24	186	0
3	M1_1	1	M1	25	25	187	1
3	M1_1	1	M1	26	26	120	76
3	M1_1	1	M1	27	27	124	89
3	M1_1	1	M1	28	28	112	77
